Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000012921,ENSG00000151694,ADAM17,0.4472,0.427,0.1473,0.4028,-0.0259,0.4396,0.323,0.3867,0.4868,-0.03488,-0.05085,0.2104,0.1139,0.4028,0.06205,0.1013,0.7264,0.7366,0.28,0.2894,0.4137,0.2695,0.4363,0.3359,0.5716,0.4355,-0.09752,0.07228,0.1418,-0.08008,-0.003411,0.09908,0.0002155,0.001129,0.222,0.00088,0.8377,0.0002861,0.01061,0.003677,0.0006604,0.7854,0.7241,0.1035,0.4726,0.001753,0.6628,0.4767,1.64e-10,2.375e-11,0.00855,0.008614,0.0001068,0.01965,5.075e-05,0.00383,3.645e-05,0.0008381,0.4582,0.6022,0.28,0.5439,0.9791,0.5436,0.006927,0.009389,0.4369,0.01624,0.9685,0.002897,0.1222,0.01778,0.02673,0.9322,0.9438,0.399,0.8244,0.02013,0.7967,0.8409,8.687e-09,4.134e-09,0.03282,0.04027,0.006875,0.1844,0.0005116,0.02105,0.001121,0.003522,0.6308,0.7438,0.7174,0.74,0.9887,0.8045
ENSMMUG00000012933,ENSG00000157483,MYO1E,-0.2178,-0.3282,-0.1912,0.05142,0.2026,0.04186,0.2467,-0.3181,-0.07162,0.3111,0.2673,0.01712,0.4085,0.2733,0.4552,0.3449,-0.03251,-0.171,0.4872,-0.2265,-0.1555,0.08681,0.006688,0.119,0.4139,0.1914,0.7948,0.02199,0.1219,0.5223,0.6116,0.5766,0.1994,0.07524,0.2569,0.7606,0.2463,0.8035,0.1574,0.0854,0.7245,0.08838,0.1917,0.9258,0.06171,0.1322,0.02402,0.09269,0.8335,0.2522,0.001124,0.1486,0.2997,0.588,0.9642,0.4614,0.03134,0.2937,1.664e-05,0.9104,0.5082,0.004432,0.0008767,0.01076,0.3166,0.1467,0.4785,0.8276,0.7163,0.8498,0.4961,0.166,0.8443,0.5239,0.7054,0.9663,0.3983,0.2575,0.1521,0.4403,0.8664,0.2985,0.008314,0.2781,0.4484,0.7662,0.9718,0.6134,0.07516,0.3803,0.0003307,0.9488,0.8461,0.03511,0.008698,0.1193
ENSMMUG00000012940,ENSG00000149743,TRPT1,-0.3707,-0.2965,0.01678,-0.5507,-0.2355,-0.5511,-0.315,-0.6261,-0.2647,0.2984,0.2869,-0.2908,-0.2794,-0.3746,0.05104,-0.4429,-0.3465,-0.6103,-0.1958,-0.2631,-0.2936,-0.08506,-0.5562,-0.5652,-0.1584,-0.1446,0.1855,-0.03053,0.1251,0.2843,0.02394,-0.3605,0.04063,0.1265,0.9235,0.003069,0.2162,0.003218,0.09498,0.002342,0.2208,0.1146,0.1759,0.1463,0.2362,0.05834,0.8108,0.0494,0.04846,0.0002888,0.2366,0.1308,0.07439,0.6311,0.001069,0.003259,0.4656,0.4873,0.3638,0.8891,0.5462,0.1636,0.9072,0.1792,0.1055,0.2162,0.9618,0.02538,0.6879,0.01143,0.3962,0.01325,0.4462,0.5621,0.6869,0.4395,0.6567,0.1509,0.8938,0.3233,0.07727,0.0006908,0.3593,0.2542,0.1774,0.7954,0.003687,0.01886,0.5671,0.5723,0.5477,0.9352,0.8605,0.3824,0.9476,0.4953
ENSMMUG00000012942,ENSG00000110011,DNAJC4,-0.5103,-0.5105,-0.1951,-0.5434,-0.1772,-0.627,-0.2121,-0.8467,-0.4496,0.337,0.008687,-0.3896,-0.4144,-0.5523,0.118,-0.2737,-0.6839,-0.714,-0.2575,-0.4338,-0.3171,-0.2543,-0.6221,-0.4463,-0.4233,-0.4387,0.4009,-0.1018,-0.02859,0.2744,0.1095,0.1836,0.007628,0.01249,0.2917,0.005054,0.3732,0.001449,0.2733,8.502e-05,0.04863,0.08928,0.9691,0.06331,0.09423,0.008279,0.5913,0.2451,0.0003433,6.529e-05,0.1314,0.01843,0.06624,0.1702,0.0004942,0.02165,0.07161,0.05014,0.06101,0.6632,0.8966,0.2034,0.6133,0.5015,0.03963,0.04185,0.5123,0.03162,0.8009,0.006961,0.6313,0.001441,0.1977,0.5244,0.9957,0.3394,0.4771,0.04838,0.7475,0.6647,0.001122,0.0001888,0.2332,0.06633,0.1651,0.4067,0.002127,0.07191,0.1371,0.09051,0.1705,0.7873,0.9768,0.4349,0.7555,0.7816
ENSMMUG00000012993,ENSG00000126107,HECTD3,-0.3048,-0.3279,-0.039,-0.2221,0.008153,-0.4137,0.04903,-0.5296,-0.1291,0.2565,0.2959,-0.09484,0.1262,-0.1388,0.4501,-0.0071,-0.5418,-0.5417,-0.05244,-0.06149,-0.08494,-0.01131,-0.295,-0.2235,-0.4748,-0.3803,0.07927,-0.1499,0.04813,0.1541,-0.03508,-0.03232,0.02336,0.0252,0.7698,0.09675,0.953,0.002228,0.7224,0.0003626,0.412,0.07207,0.06148,0.504,0.4551,0.3282,0.004785,0.9641,1.135e-05,5.722e-06,0.6505,0.6077,0.4649,0.9276,0.0117,0.07389,0.001825,0.007997,0.5765,0.318,0.7344,0.278,0.8054,0.8556,0.07537,0.06797,0.8814,0.1834,0.9917,0.00909,0.9105,0.003851,0.6248,0.5109,0.5443,0.7226,0.8152,0.4779,0.08097,0.9903,6.645e-05,2.455e-05,0.7464,0.7377,0.6045,0.9664,0.02367,0.1712,0.01114,0.02044,0.7272,0.5,0.9293,0.5176,0.8851,0.9519
ENSMMUG00000013018,ENSG00000163904,SENP2,0.4815,0.2226,0.1419,0.5896,0.1864,0.3554,0.0578,0.6794,0.3317,-0.2171,-0.203,0.1591,0.337,0.003743,-0.1561,0.03414,0.9266,0.4951,-0.02262,0.4696,0.4085,0.2716,0.4022,0.4454,0.177,-0.2059,-0.8032,-0.1081,-0.1044,-0.692,-0.4644,-0.1723,0.01115,0.2728,0.4413,0.001866,0.3324,0.05576,0.7601,0.0008959,0.1386,0.2718,0.35,0.4229,0.1508,0.9849,0.4738,0.8776,1.497e-07,0.00267,0.8855,0.005224,0.01202,0.1105,0.01248,0.00997,0.4082,0.3025,5.273e-05,0.6063,0.5957,0.0004795,0.02019,0.4769,0.04927,0.3793,0.6522,0.02067,0.7758,0.0976,0.9235,0.006878,0.3477,0.6936,0.7971,0.6668,0.5699,0.9906,0.6544,0.9739,1.859e-06,0.004922,0.9227,0.0297,0.06304,0.3404,0.02488,0.04146,0.5145,0.3901,0.000806,0.7465,0.8824,0.007916,0.07958,0.7648
ENSMMUG00000013059,ENSG00000152749,GPR180,0.9002,1.03,0.8972,1.036,0.1323,1.006,0.81,1.196,0.3089,-0.7152,-0.1466,0.2393,-0.2769,0.2224,-0.8014,-0.1052,0.4963,0.8605,-0.03715,0.681,0.3734,0.367,0.5704,0.2455,0.6391,0.5719,0.02237,0.9657,0.2906,0.03128,0.3018,0.2625,0.0002613,0.0002289,0.0003628,3.239e-05,0.6381,5.824e-05,0.003115,1.21e-05,0.2994,0.01054,0.6243,0.3787,0.4498,0.4068,0.009675,0.7204,0.03252,8.678e-05,0.8757,0.003115,0.09774,0.1457,0.01201,0.334,0.03075,0.03834,0.9404,0.001144,0.3185,0.9153,0.2833,0.4695,0.00761,0.004784,0.02947,0.003182,0.9123,0.001259,0.06088,0.0003948,0.5273,0.275,0.912,0.6363,0.8123,0.5546,0.1061,0.9373,0.05469,0.0002414,0.9173,0.02184,0.2109,0.3816,0.02412,0.4925,0.07417,0.07267,0.9715,0.01947,0.7484,0.9582,0.4603,0.7596
ENSMMUG00000013067,ENSG00000142227,EMP3,-0.3514,-0.4178,-0.2218,-0.4811,-0.03462,-0.4908,0.06602,-0.7679,-0.33,0.2232,0.06805,-0.3508,-0.07999,-0.4537,0.3428,-0.4396,-0.708,-0.8173,-0.2264,-0.4319,-0.396,-0.3058,-0.5862,-0.4846,-0.4295,-0.3966,0.1192,-0.2678,0.04732,0.0914,-0.09259,-0.2465,0.02556,0.01573,0.16,0.002176,0.8318,0.001711,0.6893,7.515e-06,0.07444,0.1875,0.7142,0.03442,0.6904,0.006804,0.07044,0.01605,9.845e-07,1.136e-08,0.1049,0.00264,0.004784,0.04126,2.91e-05,0.001084,0.01424,0.01703,0.4801,0.1266,0.7763,0.5859,0.5787,0.2306,0.0795,0.04908,0.3627,0.02164,0.9682,0.007703,0.8954,0.0002843,0.2467,0.6373,0.9407,0.2841,0.9126,0.04284,0.2392,0.1718,8.787e-06,2.032e-07,0.1976,0.0197,0.04139,0.2353,0.0003816,0.008374,0.04276,0.0374,0.6487,0.2753,0.9427,0.768,0.7296,0.557
ENSMMUG00000013083,ENSG00000157778,PSMG3,-0.2803,-0.0546,0.03882,-0.2652,-0.1098,-0.4075,-0.13,-0.3627,-0.1195,0.1777,0.1963,-0.1351,-0.1907,-0.2261,0.1223,-0.1849,-0.5653,-0.4884,-0.1482,-0.07456,-0.1876,-0.1098,-0.3259,-0.3205,-0.1741,-0.08885,0.2456,0.1579,0.2483,0.2846,0.07841,0.124,0.01346,0.6533,0.7278,0.02006,0.3511,0.0004346,0.2697,0.003919,0.3792,0.1408,0.1453,0.2729,0.1931,0.06645,0.3623,0.176,1.989e-07,1.627e-06,0.1329,0.466,0.05594,0.3033,0.001208,0.003436,0.1867,0.4733,0.04622,0.2255,0.04548,0.02122,0.5235,0.4221,0.05484,0.7294,0.8566,0.06611,0.7854,0.00357,0.6286,0.01855,0.597,0.5895,0.6539,0.5548,0.6168,0.1641,0.5615,0.5833,2.339e-06,8.701e-06,0.2352,0.6151,0.149,0.5401,0.004035,0.01959,0.2823,0.5594,0.141,0.4011,0.4032,0.1037,0.6852,0.727
ENSMMUG00000013089,ENSG00000157450,RNF111,0.5363,0.4236,0.1868,0.4904,0.1197,0.5759,0.173,0.7587,0.4703,-0.1773,-0.08197,0.1785,0.1328,0.404,-0.1151,0.2548,1.174,0.9177,0.3589,0.3027,0.411,0.17,0.576,0.5514,0.685,0.2636,-0.2483,-0.283,-0.1484,-0.4419,-0.2481,0.01041,0.0004399,0.01193,0.2271,0.001572,0.4581,0.0001963,0.2851,9.008e-06,0.01003,0.2842,0.6587,0.2843,0.5108,0.01405,0.5298,0.1603,1.222e-15,3.51e-11,0.008799,0.03267,0.002534,0.2514,2.969e-05,0.0002104,6.167e-05,0.1022,0.1371,0.1098,0.3748,0.009257,0.1332,0.96,0.009888,0.04049,0.4433,0.01938,0.8445,0.002368,0.6405,0.0003236,0.09167,0.702,0.9234,0.5654,0.8453,0.06543,0.6998,0.5641,2.481e-12,5.345e-09,0.03343,0.09732,0.03059,0.4904,0.0003839,0.00249,0.001548,0.1614,0.2926,0.25,0.7805,0.05843,0.2762,0.9896
ENSMMUG00000013090,ENSG00000126067,PSMB2,-0.1516,-0.2984,-0.1413,-0.1321,0.2293,-0.08145,0.1474,-0.1968,-0.2486,0.1927,-0.06004,-0.1524,0.1861,-0.1428,0.2291,-0.1502,-0.4263,-0.5902,-0.1436,-0.3697,-0.2622,-0.2888,-0.449,-0.09489,-0.3659,-0.4232,-0.1161,-0.2958,-0.08407,-0.07578,-0.3076,-0.004585,0.1668,0.01297,0.1969,0.2277,0.0443,0.4564,0.1932,0.1013,0.05461,0.09713,0.641,0.1899,0.18,0.2183,0.07742,0.2445,2.237e-05,3.084e-09,0.1296,0.0002166,0.006152,0.0051,4.29e-06,0.3522,0.003163,0.000341,0.3166,0.01663,0.4688,0.5134,0.008622,0.9748,0.2787,0.04304,0.4084,0.3421,0.3455,0.5439,0.542,0.1881,0.2084,0.5403,0.9167,0.4812,0.6023,0.3621,0.2498,0.664,0.0001171,7.901e-08,0.2309,0.005825,0.04604,0.1172,0.0001519,0.51,0.01548,0.001781,0.5037,0.07927,0.8316,0.7189,0.04455,0.9926
ENSMMUG00000013092,ENSG00000114331,ACAP2,0.6954,0.8467,0.4211,0.5463,-0.1189,0.6823,-0.1415,0.5784,0.677,-0.1071,-0.05759,0.447,-0.01001,0.4137,-0.5879,0.05596,1.237,1.143,0.2724,0.7203,0.5422,0.4793,0.7466,0.4518,0.8277,0.6617,-0.4002,0.317,0.06542,-0.466,-0.09329,-0.1708,0.004642,0.001407,0.07712,0.02345,0.6243,0.004921,0.5599,0.02654,0.01829,0.6737,0.8371,0.07798,0.973,0.1074,0.0352,0.8428,1.083e-07,3.349e-07,0.1835,0.001044,0.009932,0.03049,0.0004206,0.04162,0.003345,0.01256,0.1104,0.2375,0.7949,0.06295,0.7148,0.5861,0.03094,0.01061,0.2433,0.0724,0.9068,0.01549,0.835,0.07057,0.1231,0.8894,0.972,0.3641,0.9953,0.2251,0.1782,0.9667,1.422e-06,2.461e-06,0.2972,0.0121,0.05764,0.2123,0.001891,0.1144,0.01608,0.02921,0.2549,0.4145,0.9481,0.2131,0.8258,0.8303
ENSMMUG00000013106,ENSG00000109586,GALNT7,0.9749,1.132,0.701,0.7549,0.06224,1.075,0.278,0.9937,0.7898,-0.09286,0.07776,0.633,0.1354,0.774,-0.4401,0.1744,1.518,1.441,0.6022,0.6383,0.7546,0.5792,0.8818,0.5141,1.219,1.039,-0.06452,0.427,0.2189,-0.2652,0.1164,0.07985,7.697e-05,3.475e-05,0.005167,0.00239,0.8129,1.522e-05,0.2946,0.0002659,0.006597,0.7223,0.7909,0.01713,0.6793,0.002993,0.1381,0.5471,2.261e-11,5.03e-11,0.006126,0.004624,0.0005095,0.01496,5.838e-05,0.03028,1.162e-05,7.936e-05,0.8112,0.1342,0.4165,0.3311,0.6609,0.811,0.003676,0.002766,0.07081,0.02253,0.964,0.000642,0.6491,0.00313,0.07596,0.907,0.9599,0.2393,0.9101,0.02658,0.3342,0.8757,2.071e-09,6.809e-09,0.02598,0.02766,0.01434,0.1727,0.000552,0.09088,0.0005802,0.0006222,0.8928,0.286,0.8044,0.568,0.79,0.9338
ENSMMUG00000013109,ENSG00000113532,ST8SIA4,0.7821,0.8317,0.4392,0.6437,0.1231,0.8608,-0.05792,0.9071,0.7306,-0.006093,-0.01772,0.4991,0.3502,0.5393,-0.3616,0.1408,1.38,1.199,0.425,0.6447,0.6033,0.4312,0.7647,0.8346,0.9514,0.7452,-0.2437,0.281,0.2078,-0.3859,0.006939,0.09087,0.0007596,0.0008664,0.05143,0.004821,0.5966,0.0001954,0.8035,0.0003109,0.006816,0.9797,0.9465,0.03732,0.2183,0.02666,0.1744,0.5983,2.93e-10,1.24e-08,0.02944,0.001604,0.002332,0.04045,0.0001221,9.448e-05,0.0003031,0.002627,0.308,0.2653,0.3847,0.1073,0.9769,0.7602,0.01291,0.008111,0.1955,0.03088,0.8968,0.002364,0.9384,0.003481,0.07699,0.9944,0.9915,0.2911,0.6405,0.09439,0.3766,0.8971,1.357e-08,2.143e-07,0.07879,0.01492,0.02969,0.2342,0.0008296,0.001322,0.003905,0.008576,0.4958,0.4436,0.7853,0.2952,0.9874,0.9143
ENSMMUG00000013160,NA,NA,-0.2733,-0.2635,-0.09629,-0.3074,-0.1199,-0.4166,-0.2037,-0.4804,-0.257,0.05056,0.08802,-0.228,-0.07144,-0.2349,0.09138,-0.2341,-0.5861,-0.413,-0.1012,-0.1824,-0.1944,-0.06873,-0.3253,-0.2248,-0.1454,-0.1063,0.369,0.1391,0.3466,0.3514,0.2246,0.09143,0.01215,0.02623,0.3696,0.005326,0.2887,0.0001927,0.07116,8.346e-05,0.04757,0.6602,0.4947,0.05346,0.6048,0.04468,0.4742,0.07394,5.873e-08,3.199e-05,0.2931,0.07162,0.04349,0.5088,0.001009,0.03575,0.2607,0.3793,0.002221,0.276,0.004428,0.003629,0.06178,0.5451,0.05163,0.06976,0.5896,0.03266,0.7484,0.00235,0.3441,0.00142,0.1953,0.884,0.8689,0.3228,0.8813,0.128,0.6546,0.3947,8.518e-07,0.0001032,0.4204,0.1663,0.1279,0.7107,0.003536,0.102,0.3642,0.4693,0.01474,0.4551,0.1519,0.0306,0.1638,0.8055
ENSMMUG00000013176,ENSG00000147383,NSDHL,-0.3077,-0.4147,-0.2006,-0.2618,-0.01192,-0.3406,0.214,-0.5025,-0.3292,0.02427,-0.09965,-0.181,0.08349,-0.2879,0.3425,-0.2183,-0.5525,-0.5804,-0.2681,-0.3672,-0.287,-0.225,-0.4445,-0.2384,-0.226,-0.2519,0.09283,-0.04571,0.02808,0.1691,0.01349,0.1467,0.006501,0.0008178,0.07302,0.02077,0.9182,0.002913,0.06033,6.591e-05,0.01466,0.839,0.4585,0.138,0.5613,0.01807,0.009012,0.1116,2.238e-07,1.284e-08,0.006501,0.0003988,0.003554,0.03367,1.046e-05,0.02567,0.08076,0.03999,0.4416,0.7219,0.8174,0.1629,0.9108,0.3343,0.03649,0.007919,0.2377,0.06766,0.9851,0.01072,0.3164,0.001218,0.1096,0.9507,0.8527,0.4302,0.8654,0.07498,0.1028,0.4813,2.565e-06,2.206e-07,0.02706,0.007486,0.03592,0.2199,0.0002332,0.08093,0.1503,0.07529,0.6164,0.8266,0.9559,0.3819,0.9495,0.6569
ENSMMUG00000013183,ENSG00000145743,FBXL17,0.6366,0.7514,0.6022,0.4416,0.05116,0.7448,0.3206,0.8214,0.5076,-0.1176,0.4279,0.6055,0.03872,0.8069,-0.2653,0.4013,0.7681,0.9732,0.6294,0.4695,0.2643,0.3193,0.7839,0.2367,0.8004,0.7228,0.4262,0.2954,-0.05603,0.02623,0.3342,-0.3471,0.001309,0.0006386,0.00254,0.02668,0.8117,0.0001764,0.1351,0.0001541,0.03176,0.5865,0.07449,0.005756,0.8867,0.0001715,0.2778,0.09065,2.274e-05,2.02e-08,0.0003801,0.01057,0.135,0.09963,1.024e-05,0.2348,0.000524,0.0009803,0.05657,0.221,0.8098,0.9093,0.1292,0.2201,0.01632,0.007074,0.05616,0.0778,0.964,0.002273,0.4652,0.00219,0.1597,0.8516,0.5769,0.1726,0.9744,0.005263,0.4868,0.4353,0.0001189,3.038e-07,0.003961,0.04613,0.2608,0.3264,0.0002311,0.3846,0.005338,0.003975,0.1617,0.3959,0.953,0.9552,0.2704,0.5455
ENSMMUG00000013191,ENSG00000102786,INTS6,0.3685,0.4111,0.1469,0.5897,-0.1524,0.4462,0.1114,0.6442,0.153,-0.2744,-0.2533,0.2493,-0.1229,0.1008,-0.3501,0.1598,0.7298,0.5382,0.07498,0.3879,0.2238,0.1305,0.3486,0.2639,0.2416,0.1412,-0.5649,0.03635,-0.09965,-0.5673,-0.3126,-0.1219,0.03594,0.03177,0.4018,0.0008706,0.4052,0.01135,0.5417,0.0009358,0.4561,0.139,0.2198,0.179,0.5828,0.5854,0.09279,0.4371,5.73e-06,0.0005007,0.6212,0.01398,0.1408,0.4268,0.02236,0.1079,0.2172,0.4461,0.002639,0.852,0.5907,0.002548,0.09266,0.6001,0.0975,0.07971,0.6179,0.0162,0.8233,0.0282,0.8235,0.007086,0.6609,0.5883,0.7263,0.4709,0.8731,0.7135,0.2716,0.819,3.834e-05,0.001117,0.7214,0.05508,0.2682,0.6454,0.04048,0.2238,0.317,0.5341,0.01689,0.9104,0.8809,0.02406,0.2166,0.8382
ENSMMUG00000013202,ENSG00000010610,CD4,-0.4624,-0.4672,-0.1675,-0.1717,0.209,-0.2363,0.3763,-0.3152,-0.4295,0.1284,0.1584,0.001504,0.2099,-0.01912,0.5756,0.2553,-0.4898,-0.5587,-0.03244,-0.3305,-0.1639,-0.09151,-0.3843,-0.1319,-0.2435,-0.2078,0.3584,-0.006413,0.107,0.4701,0.1211,0.1905,0.00251,0.005454,0.2742,0.2603,0.1906,0.1213,0.02121,0.05974,0.01584,0.4254,0.3732,0.9925,0.2829,0.9052,0.001876,0.1519,0.000402,4.167e-05,0.8105,0.01684,0.2249,0.5288,0.004302,0.3536,0.1545,0.1995,0.03091,0.9701,0.5102,0.004733,0.4589,0.3481,0.02299,0.02409,0.4949,0.3782,0.6579,0.1841,0.1804,0.1283,0.1145,0.7792,0.8044,0.9973,0.6977,0.9415,0.05242,0.5537,0.001283,0.0001287,0.8708,0.06223,0.3682,0.7261,0.01065,0.5112,0.2446,0.278,0.1066,0.9837,0.8464,0.03677,0.6304,0.6701
ENSMMUG00000013212,ENSG00000101109,STK4,0.1967,0.2367,0.01318,0.3137,-0.02669,0.2858,0.01272,0.357,0.1603,-0.1465,-0.1233,0.3101,0.01189,0.2445,-0.07912,0.1105,0.622,0.4963,0.1512,0.2756,0.2792,0.09285,0.271,0.1046,0.1467,-0.00433,-0.451,-0.02623,-0.09649,-0.4144,-0.2199,-0.2511,0.1123,0.07996,0.9143,0.01204,0.8329,0.02154,0.9199,0.008273,0.2773,0.2705,0.3999,0.02051,0.939,0.06824,0.5884,0.4554,1.648e-07,1.212e-05,0.1682,0.01621,0.01197,0.4273,0.01425,0.3709,0.3022,0.9743,0.0008033,0.8523,0.4684,0.001954,0.101,0.1284,0.2088,0.1534,0.9582,0.04954,0.9682,0.04593,0.9735,0.03069,0.506,0.6936,0.8241,0.254,0.9871,0.167,0.7449,0.8293,2.02e-06,4.553e-05,0.2788,0.06069,0.06286,0.6457,0.02773,0.5285,0.4069,0.9813,0.006694,0.9105,0.8316,0.01985,0.2291,0.4232
ENSMMUG00000013242,ENSG00000123989,CHPF,-0.5907,-0.5384,-0.0567,-0.6158,-0.07534,-0.675,-0.3007,-0.1786,-0.6189,0.356,0.5509,-0.2448,-0.5347,-0.1364,0.4079,0.3211,-0.8413,-0.9158,-0.3676,-0.1678,-0.4301,-0.3706,-0.7963,0.02988,-0.5131,-0.3274,0.5436,-0.1299,0.2044,0.3692,0.38,0.307,0.02814,0.05762,0.823,0.02266,0.785,0.01253,0.2659,0.5262,0.0535,0.1964,0.07281,0.3993,0.117,0.6316,0.1847,0.3001,0.001136,0.0001499,0.1084,0.4864,0.0617,0.1374,0.0008425,0.9036,0.1082,0.2762,0.05713,0.6722,0.483,0.1986,0.1896,0.3832,0.08366,0.122,0.9107,0.07099,0.9557,0.03034,0.6235,0.6408,0.206,0.6453,0.575,0.6496,0.5185,0.7486,0.389,0.7191,0.003078,0.0003869,0.2021,0.6342,0.158,0.3725,0.003107,0.9413,0.1866,0.3618,0.1629,0.7942,0.8365,0.4295,0.3514,0.6972
ENSMMUG00000013252,ENSG00000123977,DAW1,0.6149,0.3999,0.2333,0.4791,-0.3246,0.09637,-0.6826,0.5102,-0.06502,-0.6216,-0.6084,-0.08589,-0.32,-0.8163,-1.082,-0.2412,1.573,0.8621,-0.7867,0.8969,0.5119,0.1133,0.8522,0.4429,-0.09989,-0.5807,-1.753,-0.08116,-0.9698,-1.43,-0.9247,-0.7225,0.1231,0.3705,0.5695,0.2372,0.4513,0.8174,0.1392,0.249,0.8856,0.1384,0.2074,0.8372,0.5465,0.05773,0.03381,0.6079,4.652e-05,0.02016,0.06951,0.02047,0.1816,0.7958,0.02636,0.2953,0.821,0.1744,0.0003558,0.8556,0.03032,0.001859,0.0333,0.2277,0.2229,0.4753,0.7469,0.353,0.8412,0.8604,0.4706,0.3661,0.9376,0.5883,0.7178,0.9201,0.8585,0.1501,0.1754,0.8998,0.0002138,0.03055,0.1465,0.07125,0.3184,0.8974,0.04643,0.4521,0.8686,0.2495,0.003501,0.9127,0.3431,0.01929,0.11,0.555
ENSMMUG00000013257,NA,NA,-0.142,-0.3424,-0.08535,-0.2412,0.5974,-0.1535,0.07489,-0.08431,-0.3274,0.1086,-0.1263,-0.1915,0.1743,-0.3512,0.1936,0.1218,-0.7067,-0.7079,-0.2632,-0.2857,-0.2852,-0.1338,-0.4487,0.2143,-0.2431,-0.2494,0.1665,0.09907,0.314,0.441,0.14,0.5123,0.3666,0.04615,0.5867,0.1233,0.0004054,0.3252,0.6489,0.6239,0.07513,0.5179,0.496,0.2466,0.392,0.03588,0.3033,0.5149,8.626e-07,5.484e-07,0.05738,0.04493,0.041,0.3703,0.001194,0.1551,0.1599,0.1288,0.3176,0.5715,0.05943,0.009146,0.3998,0.01718,0.4904,0.1043,0.759,0.2188,0.01432,0.4118,0.8746,0.722,0.2481,0.8239,0.8698,0.5323,0.7743,0.1125,0.5104,0.8612,7.854e-06,3.616e-06,0.1275,0.1209,0.1236,0.6006,0.004003,0.289,0.2511,0.1943,0.5049,0.7208,0.4457,0.058,0.5775,0.1549
